"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Investment income","69","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","89","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","34","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","22","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Occupational pension income","48","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Personal pension income","12","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Investment income","59","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Mixed","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","91","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","51","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Occupational pension income","46","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Personal pension income","7","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Investment income","38","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Earnings income","14","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Other income","40","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","90","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","26","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Occupational pension income","30","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Personal pension income","12","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Investment income","42","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Other income","36","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","88","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","27","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Occupational pension income","44","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Investment income","59","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Earnings income","21","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","Other","ONS 5+2","Other income","35","%",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Gross income","516","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit income","220","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","166","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","26","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Occupational pension income","134","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Investment income","38","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Gross income","519","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit income","221","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","167","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","25","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Occupational pension income","136","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Investment income","39","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Gross income","519","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit income","221","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","168","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","25","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Occupational pension income","136","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Investment income","38","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Gross income","507","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit income","207","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","145","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","34","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Occupational pension income","121","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Personal pension income","11","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Investment income","55","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Earnings income","106","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","White Other","ONS 5+2","Other income ","7","£",""
